views,score,name,summary
100496人评价,8.7,牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,186,弱者送给弱者的一刀。
78034人评价,8.8,惊魂记 / Psycho / 精神病患者  /  触目惊心,187,故事的反转与反转，分裂电影的始祖。
184024人评价,8.4,魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,188,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
157132人评价,8.5,再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,189,爱我就给我看你的播放列表。
101464人评价,8.7,绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,190,天使暂时离开。
50299人评价,9.1,迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行,191,最美的飞翔。
136226人评价,8.5,勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,192,类型片的极致。 
248056人评价,8.5,被解救的姜戈 / Django Unchained / 被解放的姜戈  /  决杀令(台),193,热血沸腾，那个低俗、性感的无耻混蛋又来了。
47709人评价,9.2,东京物语 / 東京物語 / 东京故事  /  Tokyo Story,194,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
121694人评价,8.6,荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台),195,出门必备：本草纲目。
99179人评价,8.7,末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,196,没有了退路，只好飞向自由。
118872人评价,8.6,卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡,197,与同名歌曲无关。
134322人评价,8.5,终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,198,少见的超越首部的续集，动作片中的经典。
208228人评价,8.4,青蛇 / Green Snake,199,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
104523人评价,8.6,燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru,200,现实与童话交相辉映的旅程。
53340人评价,9.0,忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,201,养狗三日，便会对你终其一生。
168442人评价,8.5,这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,202,科幻真正的魅力不是视觉效果能取代的。 
75068人评价,8.8,哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,203,想你时你在闹海。
204831人评价,8.4,变脸 / Face/Off / 夺面双雄,204,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
167788人评价,8.4,英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港),205,"In memory, love lives forever..."
390453人评价,8.3,源代码 / Source Code / 启动原始码(台)  /  危机解密(港),206,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
145174人评价,8.5,E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,207,生病的E.T.皮肤的颜色就像柿子饼。
173137人评价,8.4,新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,208,嬉笑怒骂，调风动月。
48571人评价,9.1,"黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)",209,最棒的西部片。
178031人评价,8.4,发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,210,我完全康复了。
146746人评价,8.5,黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,211,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
104101人评价,8.6,叫我第一名 / Front of the Class / 开放有爱  /  站在教室前,212,乐观比一切都有力量。
175857人评价,8.4,美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台),213,每个人的内心都是深不可测的大海。 
40629人评价,9.2,城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,214,永远的小人物，伟大的卓别林。
223261人评价,8.3,穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港),215,大卫·林奇的梦境迷宫。
110163人评价,8.6,非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯,216,我不信仰上帝，但我敬畏上帝。
212887人评价,8.4,无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港),217,昆汀同学越来越变态了，比北野武还杜琪峰。
435368人评价,8.3,初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,218,黑小鸭速效美白记。
83637人评价,8.9,勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港),219,热血沸腾，相当完美的娱乐拳击大餐。
91741人评价,8.6,上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上),220,纯净原始的笑与感动。
238960人评价,8.5,模仿游戏 / The Imitation Game / 模拟游戏  /  解码游戏,221,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
263653人评价,8.3,蓝色大门 / 藍色大門 / 蓝色夏恋  /  Blue Gate Crossing,222,青春的窃窃私语。 
45139人评价,9.0,爱·回家 / 집으로... / 外婆的家  /  回家路上,223,献给所有外婆的电影。
176091人评价,8.6,无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,224,迪士尼和皮克斯拿错剧本的产物。
84478人评价,8.7,大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线,225,捍卫人权只是信仰，一点不妨碍其行为的残忍。
122760人评价,8.5,血钻 / Blood Diamond / 血腥钻石  /  滴血钻石,226,每个美丽事物背后都是滴血的现实。
195241人评价,8.3,曾经 / Once / 一奏倾情(港)  /  曾经。爱是唯一(台),227,有些幸福无关爱情。
107799人评价,8.8,爱在午夜降临前 / Before Midnight / 爱在午夜希腊时(台)  /  情约半生(港),228,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
321362人评价,8.3,国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台),229,皇上无话儿。
121831人评价,8.5,麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull,230,麦兜是一只很哲学的猪。 
137652人评价,8.4,暖暖内含光 / Eternal Sunshine of the Spotless Mind / 暧暧内含光  /  美丽心灵的永恒阳光,231,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。
93437人评价,8.6,枪火 / 鎗火 / The Mission,232,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
292937人评价,8.2,疯狂的石头 / Crazy Stone,233,中国版《两杆大烟枪》。
118960人评价,8.5,遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),234,用剩余不多的时间，去燃烧整个生命。
92089人评价,8.6,蝴蝶 / Le Papillon / The Butterfly,235,我们长途跋涉寻找的东西，有可能一直就在身边。 
79274人评价,8.7,千钧一发 / Gattaca / 变种异煞  /  自然人,236,一部能引人思考的科幻励志片。
101231人评价,8.6,巴黎淘气帮 / Le petit Nicolas / 小淘气尼古拉(台)  /  反斗小尼哥(港),237,四百击的反面。
125123人评价,8.4,荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港),238,一个人的独角戏。
53871人评价,8.9,与狼共舞 / Dances with Wolves / 与狼共舞,239,充满诗意与情怀的史诗作品。 
110771人评价,8.5,偷拐抢骗 / Snatch / 边个够我姜(港)  /  掠夺,240,典型盖·里奇式的英国黑色幽默黑帮片。
136578人评价,8.8,房间 / Room / 不存在的房间(台)  /  抖室(港),241,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
135681人评价,8.5,月球 / Moon / 月劫余生(港)  /  寂寞月影,242,2009媲美《第九区》的又一部科幻神作。
189045人评价,8.3,夜访吸血鬼 / Interview with the Vampire: The Vampire Chronicles / 吸血迷情,243,弥漫淡淡血腥气的优雅。
205990人评价,8.7,头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台),244,愿我们都不用长大，每一座城堡都能永远存在。
52215人评价,9.0,我爱你 / 그대를 사랑합니다 / 爱你  /  Late Blossom,245,你要相信，这世上真的有爱存在，不管在什么年纪 
77513人评价,8.8,寿司之神 / Jiro Dreams of Sushi / 次郎的寿司梦  /  梦见寿司的次郎,246,仪式主义的狂欢，偏执狂的完胜。
157481人评价,8.4,彗星来的那一夜 / Coherence / 相干性  /  相干效应,247,小成本大魅力。
211921人评价,8.3,爱在暹罗 / รักแห่งสยาม / 暹罗之恋  /  爱在暹罗广场,248,把爱放在心底，有爱就有希望。
73119人评价,8.7,中央车站 / Central do Brasil / 千年等一天  /  Central Station,249,心灵救赎。
92970人评价,8.5,廊桥遗梦 / The Bridges of Madison County / 麦迪逊之桥(港 / 台),250,这样确切的爱，一生只有一次。
